"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:orphanet:231445"	"urn:miriam:orphanet:Orphanet_231445"	"Paraparetic variant of Guillain-BarrÃ© syndrome"	"Paraparetic variant of Guillain-BarrÃ© syndrome is a rare variant of Guillain-BarrÃ© syndrome characterized by isolated leg weakness, areflexia and radicular leg pain that may simulate a cauda equina or spinal cord syndrome. The arms, ocular, facial, and oropharyngeal muscles are spared, and sphincteric function is normal."	"231445"
"urn:miriam:orphanet:231450"	"urn:miriam:orphanet:Orphanet_231450"	"Acute pure sensory neuropathy"		"231450"
"urn:miriam:orphanet:231457"	"urn:miriam:orphanet:Orphanet_231457"	"Acute pandysautonomia"	"Acute pandysautonomia is a rare variant of Guillain-BarrÃ© syndrome characterized by acute post-ganglionic sympathetic and parasympathetic failure presenting several weeks after acute infection with gastrointestinal symptoms (abdominal pain, vomiting, constipation, diarrhea, gastroparesis, ileus), orthostatic hypotension, erectile dysfunction, urinary frequency, urgency or retention, vasomotor instability with acrocyanosis and reduced salivation, lacrimation and sweating."	"231457"
"urn:miriam:orphanet:231466"	"urn:miriam:orphanet:Orphanet_231466"	"Acute sensory ataxic neuropathy"	"Acute sensory ataxic neuropathy is a rare variant of Guillain-BarrÃ© syndrome characterized by acute onset monophasic sensory neuropathy with diminished or absent tendon reflexes, loss of proprioception, positive Romberg sign and nerve conduction features of demyelination. It presents several weeks after acute infection with paresthesias, ataxia and neuropathic pain."	"231466"
"urn:miriam:orphanet:231494"	"urn:miriam:orphanet:Orphanet_231494"	"TNF receptor superfamily member 13C"		"231494"
"urn:miriam:orphanet:2315"	"urn:miriam:orphanet:Orphanet_2315"	"Johanson-Blizzard syndrome"	"Johanson-Blizzard syndrome (JBS) is a multiple congenital anomaly characterized by exocrine pancreatic insufficiency, hypoplasia/aplasia of the nasal alae, hypodontia, sensorineural hearing loss, growth retardation, anal and urogenital malformations, and variable intellectual disability."	"2315"
"urn:miriam:orphanet:231500"	"urn:miriam:orphanet:Orphanet_231500"	"Hermansky-Pudlak syndrome with pulmonary fibrosis"	"Hermansky-Pudlak syndrome with pulmonary fibrosis as a complication includes two types (HPS-1 and HPS-4) of Hermansky-Pudlak syndrome (HPS; see this term), a multi-system disorder characterized by oculocutaneous albinism, bleeding diathesis and, in some cases, pulmonary fibrosis or granulomatous colitis."	"231500"
"urn:miriam:orphanet:231512"	"urn:miriam:orphanet:Orphanet_231512"	"Hermansky-Pudlak syndrome without pulmonary fibrosis"	"Hermansky-Pudlak syndrome without pulmonary fibrosis as a complication includes three relatively mild types (HPS-3, HPS-5 and HPS-6) of Hermansky-Pudlak syndrome (HPS; see this term), a multi-system disorder characterized by ocular or oculocutaneous albinism, bleeding diathesis and, in some cases, granulomatous colitis."	"231512"
"urn:miriam:orphanet:231527"	"urn:miriam:orphanet:Orphanet_231527"	"phosphatidylinositol glycan anchor biosynthesis class A"		"231527"
"urn:miriam:orphanet:231531"	"urn:miriam:orphanet:Orphanet_231531"	"Hermansky-Pudlak syndrome type 7"		"231531"
"urn:miriam:orphanet:231537"	"urn:miriam:orphanet:Orphanet_231537"	"Hermansky-Pudlak syndrome type 8"		"231537"
"urn:miriam:orphanet:231556"	"urn:miriam:orphanet:Orphanet_231556"	"Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome"		"231556"
"urn:miriam:orphanet:231568"	"urn:miriam:orphanet:Orphanet_231568"	"Generalized dominant dystrophic epidermolysis bullosa"	"Generalized dominant dystrophic epidermolysis bullosa (DDEB-gen) is a subtype of dystrophic epidermolysis bullosa (DEB, see this term), formerly known as DDEB, Pasini and Cockayne-Touraine types, characterized by generalized blistering, milia formation, atrophic scarring, and dystrophic nails."	"231568"
"urn:miriam:orphanet:231573"	"urn:miriam:orphanet:Orphanet_231573"	"Congenital erosive and vesicular dermatosis"		"231573"
"urn:miriam:orphanet:231580"	"urn:miriam:orphanet:Orphanet_231580"	"Primary unilateral adrenal hyperplasia"	"Primary unilateral adrenal hyperplasia (PUAH) is a surgically-correctable form of primary (hyper) aldosteronism (PA; see this term) characterized by renin suppression, unilateral aldosterone hypersecretion, and moderate to severe hypertension secondary to hyperplasia of the adrenal gland."	"231580"
"urn:miriam:orphanet:2316"	"urn:miriam:orphanet:Orphanet_2316"	"Johnson neuroectodermal syndrome"	"Johnson neuroectodermal syndrome is characterised by alopecia, anosmia or hyposmia, conductive deafness with malformed ears and microtia and/or atresia of the external auditory canal, and hypogonadotropic hypogonadism."	"2316"
"urn:miriam:orphanet:231605"	"urn:miriam:orphanet:Orphanet_231605"	"D-amino acid oxidase"		"231605"
"urn:miriam:orphanet:231625"	"urn:miriam:orphanet:Orphanet_231625"	"Adrenocortical carcinoma with pure aldosterone hypersecretion"	"Adrenocortical carcinoma with pure aldosterone hypersecretion (pure APAC) is a very rare surgically-correctable form of primary aldosteronism (PA; see this term) due to an aldosterone-secreting adrenal malignancy."	"231625"
"urn:miriam:orphanet:231632"	"urn:miriam:orphanet:Orphanet_231632"	"Ectopic aldosterone-producing tumor"	"Ectopic aldosterone-producing tumor is an extremely rare aldosterone-producing neoplasm composed of aberrant adrenocortical tissue located outside the adrenal glands (e.g. in retroperitoneum, perirenal or periaortic fatty tissue, thorax, spinal canal, testes, ovaries) typically characterized by symptoms related to increased aldosterone levels (such as sustained, treatment-resistant hypertension and hypokalemia) or symptoms caused by local tumor enlargement."	"231632"
"urn:miriam:orphanet:231637"	"urn:miriam:orphanet:Orphanet_231637"	"Rare surgically correctable form of primary aldosteronism"	"Surgically correctable forms of primary aldosteronism (also known as primary hyperaldosteronism; see this term) are characterized by unilateral aldosterone hypersecretion and renin suppression, associated with varying degrees of hypertension and hypokalemia."	"231637"
"urn:miriam:orphanet:231641"	"urn:miriam:orphanet:Orphanet_231641"	"Rare non surgically correctable form of primary aldosteronism"		"231641"
"urn:miriam:orphanet:231662"	"urn:miriam:orphanet:Orphanet_231662"	"Isolated growth hormone deficiency type IA"		"231662"
"urn:miriam:orphanet:231671"	"urn:miriam:orphanet:Orphanet_231671"	"Isolated growth hormone deficiency type IB"		"231671"
"urn:miriam:orphanet:231679"	"urn:miriam:orphanet:Orphanet_231679"	"Isolated growth hormone deficiency type II"		"231679"
"urn:miriam:orphanet:231692"	"urn:miriam:orphanet:Orphanet_231692"	"Isolated growth hormone deficiency type III"		"231692"
"urn:miriam:orphanet:231720"	"urn:miriam:orphanet:Orphanet_231720"	"Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome"	"Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome is a rare, genetic, non-acquired, combined pituitary hormone deficiency disorder characterized by panhypopituitarism (with or without ACTH deficiency) associated with spine abnormalities, including frequent rigid cervical spine and short neck with limited rotation, and variable degrees of sensorineural hearing loss. The anterior pituitary gland is usually abnormal (typically hypoplastic) and rarely a mild developmental delay or intellectual disability may be associated."	"231720"
"urn:miriam:orphanet:231736"	"urn:miriam:orphanet:Orphanet_231736"	"Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome"		"231736"
"urn:miriam:orphanet:231742"	"urn:miriam:orphanet:Orphanet_231742"	"Epibulbar lipodermoid-preauricular appendage-polythelia syndrome"	"Epibulbar lipodermoid Â– preauricular appendages Â– polythelia is a branchial arch syndrome described in seven sibs of one Danish family and characterized by supernumerary nipples (polythelia), preauricular appendages and often binocular epibulbar lipodermoids or unilateral subconjunctival lipodermoids."	"231742"
"urn:miriam:orphanet:2318"	"urn:miriam:orphanet:Orphanet_2318"	"Joubert syndrome with oculorenal defect"	"Joubert syndrome with oculorenal defect is a rare subtype of Joubert syndrome and related disorders (JSRD, see this term) characterized by the neurological features of JS associated with both renal and ocular disease."	"2318"
"urn:miriam:orphanet:2319"	"urn:miriam:orphanet:Orphanet_2319"	"Juberg-Hayward syndrome"	"Juberg-Hayward syndrome is a polymalformative syndrome that associates multiple skeletal anomalies with microcephaly, facial dysmorphism, urogenital anomalies and intellectual deficit."	"2319"
"urn:miriam:orphanet:232"	"urn:miriam:orphanet:Orphanet_232"	"Sickle cell anemia"	"Sickle cell anemias are chronic hemolytic diseases that may induce three types of acute accidents: severe anemia, severe bacterial infections, and ischemic vasoocclusive accidents (VOA) caused by sickle-shaped red blood cells obstructing small blood vessels and capillaries. Many diverse complications can occur."	"232"
"urn:miriam:orphanet:232035"	"urn:miriam:orphanet:Orphanet_232035"	"Infectious embryofetopathy"		"232035"
"urn:miriam:orphanet:232171"	"urn:miriam:orphanet:Orphanet_232171"	"transmembrane protein 126A"		"232171"
"urn:miriam:orphanet:232182"	"urn:miriam:orphanet:Orphanet_232182"	"dipeptidyl peptidase like 6"		"232182"
"urn:miriam:orphanet:232194"	"urn:miriam:orphanet:Orphanet_232194"	"alanyl-tRNA synthetase"		"232194"
"urn:miriam:orphanet:2322"	"urn:miriam:orphanet:Orphanet_2322"	"Kabuki syndrome"	"Kabuki syndrome (KS) is a multiple congenital anomaly syndrome characterized by typical facial features, skeletal anomalies, mild to moderate intellectual disability and postnatal growth deficiency."	"2322"
"urn:miriam:orphanet:232223"	"urn:miriam:orphanet:Orphanet_232223"	"NK3 homeobox 2"		"232223"
"urn:miriam:orphanet:232228"	"urn:miriam:orphanet:Orphanet_232228"	"transmembrane and coiled-coil domains 1"		"232228"
"urn:miriam:orphanet:232232"	"urn:miriam:orphanet:Orphanet_232232"	"myocyte enhancer factor 2C"		"232232"
"urn:miriam:orphanet:232245"	"urn:miriam:orphanet:Orphanet_232245"	"itchy E3 ubiquitin protein ligase"		"232245"
"urn:miriam:orphanet:232248"	"urn:miriam:orphanet:Orphanet_232248"	"IQ motif and Sec7 domain 2"		"232248"
"urn:miriam:orphanet:232288"	"urn:miriam:orphanet:Orphanet_232288"	"Alpha-thalassemia-related diseases"	"This term refers to a group of diseases characterized by alpha-thalassemia and an associated disorder. Three conditions are included in this group: alpha thalassemia - X-linked intellectual deficit (or ATR-X syndrome), alpha-thalassemia-intellectual deficit syndrome (or ATR-16 syndrome) and alpha-thalassemia-myelodysplastic disease (or ATMDS; see these terms).*"	"232288"
"urn:miriam:orphanet:2323"	"urn:miriam:orphanet:Orphanet_2323"	"Sanjad-Sakati syndrome"	"Sanjad-Sakati syndrome (SSS), also known as hypoparathyroidism - intellectual disability-dysmorphism, is a rare multiple congenital anomaly syndrome, mainly occurring in the Middle East and the Arabian Gulf countries, characterized by intrauterine growth restriction at birth, microcephaly, congenital hypoparathyroidism (that can cause hypocalcemic tetany or seizures in infancy), severe growth retardation, typical facial features (long narrow face, deep-set eyes, beaked nose, floppy and large ears, long philtrum, thin lips and micrognathia), and mild to moderate intellectual deficiency. Ocular findings (i.e. nanophthalmos, retinal vascular tortuosity and corneal opacification/clouding) and superior mesenteric artery syndrome have also been reported. Although SSS shares the same locus with the autosomal recessive form of Kenny-Caffey syndrome (see this term), the latter differs from SSS by its normal intelligence and skeletal features."	"2323"
"urn:miriam:orphanet:2324"	"urn:miriam:orphanet:Orphanet_2324"	"Osteopenia-intellectual disability-sparse hair syndrome"	"Kaler-Garrity-Stern syndrome is a rare syndrome, described in two sisters of Mennonite descent, characterized by sparse hair, osteopenia, intellectual disability, minor facial abnormalities, joint laxity and hypotonia. There have been no further descriptions in the literature since 1992."	"2324"
"urn:miriam:orphanet:2325"	"urn:miriam:orphanet:Orphanet_2325"	"Epidermolysis bullosa simplex with anodontia/hypodontia"		"2325"
"urn:miriam:orphanet:2326"	"urn:miriam:orphanet:Orphanet_2326"	"Kallmann syndrome-heart disease syndrome"	"Kallmann syndrome with cardiopathy is characterised by hypogonadotropic hypogonadism associated with gonadotropin-releasing hormone (GnRH) deficiency, anosmia or hyposmia (with hypoplasia or aplasia of the olfactory bulbs) and complex congenital cardiac malformations (double-outlet right ventricle, dilated cardiomyopathy, right aortic arch). It represents a distinct clinical entity from Kallmann syndrome."	"2326"
"urn:miriam:orphanet:2328"	"urn:miriam:orphanet:Orphanet_2328"	"Kapur-Toriello syndrome"	"Kapur-Toriello syndrome is an extremely rare syndrome characterized by facial dysmorphism, severe intellectual deficiency, cardiac and intestinal anomalies, and growth retardation."	"2328"
"urn:miriam:orphanet:2329"	"urn:miriam:orphanet:Orphanet_2329"	"Karsch-Neugebauer syndrome"	"Karsch-Neugebauer syndrome is a rare syndrome characterized by split-hand and split-foot deformity and ocular abnormalities, mainly a congenital nystagmus."	"2329"
"urn:miriam:orphanet:233"	"urn:miriam:orphanet:Orphanet_233"	"Duane retraction syndrome"	"Duane retraction syndrome (DRS) is a congenital form of strabismus characterized by horizontal eye movement limitation, globe retraction and palpebral fissure narrowing in attempted adduction. It is caused by a failure of development of the abducens nerve and can lead to amblyopia."	"233"
"urn:miriam:orphanet:2330"	"urn:miriam:orphanet:Orphanet_2330"	"Kasabach-Merritt syndrome"	"Kasabach-Merritt syndrome (KMS), also known as hemangioma-thrombocytopenia syndrome, is a rare disorder characterized by profound thrombocytopenia, microangiopathic hemolytic anemia, and subsequent consumptive coagulopathy in association with vascular tumors, particularly kaposiform hemangioendothelioma or tufted angioma."	"2330"
"urn:miriam:orphanet:233016"	"urn:miriam:orphanet:Orphanet_233016"	"photoreceptor cilium actin regulator"		"233016"
"urn:miriam:orphanet:233019"	"urn:miriam:orphanet:Orphanet_233019"	"serpin family B member 6"		"233019"
"urn:miriam:orphanet:233025"	"urn:miriam:orphanet:Orphanet_233025"	"RNA binding motif protein 10"		"233025"
"urn:miriam:orphanet:233032"	"urn:miriam:orphanet:Orphanet_233032"	"LDL receptor related protein 4"		"233032"
"urn:miriam:orphanet:233035"	"urn:miriam:orphanet:Orphanet_233035"	"FK506 binding protein 10"		"233035"
"urn:miriam:orphanet:233060"	"urn:miriam:orphanet:Orphanet_233060"	"vimentin"		"233060"
"urn:miriam:orphanet:233062"	"urn:miriam:orphanet:Orphanet_233062"	"agrin"		"233062"
"urn:miriam:orphanet:233066"	"urn:miriam:orphanet:Orphanet_233066"	"microseminoprotein beta"		"233066"
"urn:miriam:orphanet:2331"	"urn:miriam:orphanet:Orphanet_2331"	"Kawasaki disease"	"Kawasaki disease (KD) is a febrile, systemic, self-limiting vasculitis affecting children and characterized by inflammation in the medium sized vessels associated with coronary arterial aneurysms (CAA) that may be life threatening when untreated. KD is the most common cause of acquired heart disease in children in developed countries and is a risk factor for ischemic heart disease in adulthood."	"2331"
"urn:miriam:orphanet:233165"	"urn:miriam:orphanet:Orphanet_233165"	"CCAAT enhancer binding protein alpha"		"233165"
"urn:miriam:orphanet:233184"	"urn:miriam:orphanet:Orphanet_233184"	"hemoglobin subunit gamma 1"		"233184"
"urn:miriam:orphanet:233186"	"urn:miriam:orphanet:Orphanet_233186"	"hemoglobin subunit gamma 2"		"233186"
"urn:miriam:orphanet:2332"	"urn:miriam:orphanet:Orphanet_2332"	"KBG syndrome"	"KBG syndrome is a rare condition characterised by a typical facial dysmorphism, macrodontia of the upper central incisors, skeletal (mainly costovertebral) anomalies and developmental delay."	"2332"
"urn:miriam:orphanet:2333"	"urn:miriam:orphanet:Orphanet_2333"	"Kenny-Caffey syndrome"		"2333"
"urn:miriam:orphanet:2334"	"urn:miriam:orphanet:Orphanet_2334"	"Autosomal dominant keratitis"	"Hereditary keratitis is characterised by opacification and vascularisation of the cornea, often associated with macula hypoplasia."	"2334"
"urn:miriam:orphanet:233655"	"urn:miriam:orphanet:Orphanet_233655"	"Rare genetic vascular disease"		"233655"
"urn:miriam:orphanet:2337"	"urn:miriam:orphanet:Orphanet_2337"	"Non-epidermolytic palmoplantar keratoderma"	"Non-epidermolytic palmoplantar keratoderma is characterised by a diffuse non-epidermolytic palmoplantar keratoderma with frequent fungal infections. Prevalence in the general population is estimated at 1 in 40,000 but is much higher in northern Sweden (0.3-0.55%). Transmission is autosomal dominant and the causative gene has been localised to chromosome 12q11-q13."	"2337"
"urn:miriam:orphanet:2338"	"urn:miriam:orphanet:Orphanet_2338"	"Isolated punctate palmoplantar keratoderma"		"2338"
"urn:miriam:orphanet:2339"	"urn:miriam:orphanet:Orphanet_2339"	"Keratosis follicularis-dwarfism-cerebral atrophy syndrome"	"Keratosis follicularis-dwarfism-cerebral atrophy syndrome is characterized by generalized keratosis follicularis, severe proportionate dwarfism and cerebral atrophy. It has been described in six males from one family (three boys and three maternal uncles). Generalized alopecia and microcephaly were also present."	"2339"
"urn:miriam:orphanet:234"	"urn:miriam:orphanet:Orphanet_234"	"Dubin-Johnson syndrome"	"Dubin-Johnson syndrome (DJS) is a benign, inherited liver disorder characterized clinically by chronic, predominantly conjugated, hyperbilirubinemia and histopathologically by black-brown pigment deposition in parenchymal liver cells."	"234"
"urn:miriam:orphanet:2340"	"urn:miriam:orphanet:Orphanet_2340"	"Keratosis follicularis spinulosa decalvans"	"Keratosis follicularis spinulosa decalvans is a rare genodermatosis occurring during infancy or childhood, predominantly affecting males, and characterized by diffuse follicular hyperkeratosis associated with progressive cicatricial alopecia of the scalp, eyebrows and eyelashes. Additional findings can include photophobia, corneal dystrophy, facial erythema, and/or palmoplantar keratoderma."	"2340"
"urn:miriam:orphanet:2342"	"urn:miriam:orphanet:Orphanet_2342"	"Haim-Munk syndrome"	"Haim-Munk syndrome (HMS) is characterized by palmoplantar hyperkeratosis, severe early-onset periodontitis, onychogryposis, pes planus, arachnodactyly and acroosteolysis."	"2342"
"urn:miriam:orphanet:2343"	"urn:miriam:orphanet:Orphanet_2343"	"Isolated cloverleaf skull syndrome"	"Isolated cloverleaf skull syndrome is a form of craniosynostosis involving multiple sutures (coronal, lambdoidal, sagittal and metopic ) characterized by a trilobular skull of varying severity (frontal towering and bossing, temporal bulging and a flat posterior skull), dysmorphic features (downslanting palpebral fissures, midface hypoplasia, and extreme proptosis) and that is complicated by hydrocephalus, cerebral venous hypertension, developmental delay/intellectual disability and hind brain herniation."	"2343"
"urn:miriam:orphanet:2345"	"urn:miriam:orphanet:Orphanet_2345"	"Isolated Klippel-Feil syndrome"	"Klippel-Feil Syndrome is characterised by improper segmentation of cervical segments resulting in congenitally fused cervical vertebrae."	"2345"
"urn:miriam:orphanet:2346"	"urn:miriam:orphanet:Orphanet_2346"	"Angioosteohypertrophic syndrome"	"Angio-osteohypertrophic (AOH) syndrome is a congenital vascular bone syndrome (CVBS) characterized by the presence of a vascular malformation in a limb, mainly of the arteriovenous type, which results in overgrowth of the affected limb."	"2346"
"urn:miriam:orphanet:2347"	"urn:miriam:orphanet:Orphanet_2347"	"Lethal Kniest-like dysplasia"	"Lethal Kniest-like dysplasia is a severe lethal skeletal dysplasia. It has been described in two sibs (one male and one female) born to nonconsanguineous parents. It is characterized by dumbbell-shaped long bones with markedly shortened diaphyses and metaphyseal irregularities."	"2347"
"urn:miriam:orphanet:2348"	"urn:miriam:orphanet:Orphanet_2348"	"Familial partial lipodystrophy, Dunnigan type"	"Familial Partial lipodystrophy, Dunnigan type (FPLD2) is a rare form of genetic lipodystrophy (see this term) characterized by a loss of subcutaneous adipose tissue from the trunk, buttocks and limbs; fat accumulation in the neck, face, axillary and pelvic regions; muscular hypertrophy; and usually associated with metabolic complications such as insulin resistance, diabetes mellitus, dyslipidemia and liver steatosis."	"2348"
"urn:miriam:orphanet:2349"	"urn:miriam:orphanet:Orphanet_2349"	"Muscular pseudohypertrophy-hypothyroidism syndrome"	"Muscular pseudohypertropy - hypothyroidism, also known as Kocher-Debre-Semelaigne syndrome is a rare disorder characterized by pseudohypertrophy of muscles due to longstanding hypothyroidism (see this term)."	"2349"
"urn:miriam:orphanet:235"	"urn:miriam:orphanet:Orphanet_235"	"Dubowitz syndrome"	"Dubowitz syndrome (DS) is a rare multiple congenital syndrome characterized primarly by growth retardation, microcephaly, distinctive facial dysmorphism, cutaneous eczema, a mild to severe intellectual deficit and genital abnormalities."	"235"
"urn:miriam:orphanet:2351"	"urn:miriam:orphanet:Orphanet_2351"	"Kousseff syndrome"	"Kousseff syndrome is characterized by the association of conotruncal heart defects, myelomeningocele and craniofacial dysmorphism similar to that seen in monosomy 22q11 (see this term)."	"2351"
"urn:miriam:orphanet:235181"	"urn:miriam:orphanet:Orphanet_235181"	"potassium voltage-gated channel subfamily J member 5"		"235181"
"urn:miriam:orphanet:235187"	"urn:miriam:orphanet:Orphanet_235187"	"spectrin alpha, non-erythrocytic 1"		"235187"
"urn:miriam:orphanet:235189"	"urn:miriam:orphanet:Orphanet_235189"	"heparanase 2 (inactive)"		"235189"
"urn:miriam:orphanet:235193"	"urn:miriam:orphanet:Orphanet_235193"	"membrane spanning 4-domains A1"		"235193"
"urn:miriam:orphanet:235199"	"urn:miriam:orphanet:Orphanet_235199"	"CD81 molecule"		"235199"
"urn:miriam:orphanet:2352"	"urn:miriam:orphanet:Orphanet_2352"	"Kozlowski-Brown-Hardwick syndrome"		"2352"
"urn:miriam:orphanet:235204"	"urn:miriam:orphanet:Orphanet_235204"	"crystallin gamma S"		"235204"
"urn:miriam:orphanet:235207"	"urn:miriam:orphanet:Orphanet_235207"	"intraflagellar transport 122"		"235207"
"urn:miriam:orphanet:2353"	"urn:miriam:orphanet:Orphanet_2353"	"Schilbach-Rott syndrome"	"Schilbach-Rott syndrome (SRS) is an autosomal dominant dysmorphic disorder that is characterized by dysmorphic facies with hypotelorism, blepharophimosis, and cleft palate, and the frequent occurrence of hypospadias in males."	"2353"
"urn:miriam:orphanet:2355"	"urn:miriam:orphanet:Orphanet_2355"	"Kumar-Levick syndrome"		"2355"
"urn:miriam:orphanet:235504"	"urn:miriam:orphanet:Orphanet_235504"	"ETS variant 4"		"235504"
"urn:miriam:orphanet:2356"	"urn:miriam:orphanet:Orphanet_2356"	"Arachnoid cyst"	"Arachnoid cysts are extraparenchymal, intra-arachnoidal collections of fluid, the composition of which is close to that of cerebrospinal fluid. They are often asymptomatic."	"2356"
"urn:miriam:orphanet:2357"	"urn:miriam:orphanet:Orphanet_2357"	"Bronchogenic cyst"	"Bronchogenic cysts (BCs) are congenital malformations resulting from abnormal budding of the foregut and are most commonly found in the mediastinum."	"2357"
"urn:miriam:orphanet:235832"	"urn:miriam:orphanet:Orphanet_235832"	"Congenital vascular bone syndrome"		"235832"
"urn:miriam:orphanet:235835"	"urn:miriam:orphanet:Orphanet_235835"	"OBSOLETE: Congenital vascular bone syndrome with limb overgrowth"		"235835"
"urn:miriam:orphanet:235838"	"urn:miriam:orphanet:Orphanet_235838"	"OBSOLETE: Congenital vascular bone syndrome with limb shortening"		"235838"
"urn:miriam:orphanet:235936"	"urn:miriam:orphanet:Orphanet_235936"	"Familial hyperaldosteronism"	"Familial hyperaldosteronism (FH) is the heritable form of primary aldosteronism (PA) which comprises three identified subtypes to date: FH type I (FH-I; see this term) characterized by early-onset hypertension, glucocorticoid remediable adrenocorticotropic hormone (ACTH)-dependent hyperaldosteronism, variable hypokalemia, and overproduction of 18-oxocortisol and 18-hydroxycortisol; FH type II (FH-II; see this term) characterized by hypertension of varying severity and hyperaldosteronism not suppressible by dexamethasone; and FH type III (FH-III; see this term) characterized by profound hypokalemia, early-onset severe hypertension, non glucocorticoid-remediable hyperaldosteronism, and overproduction of 18-oxocortisol and 18-hydroxycortisol."	"235936"
"urn:miriam:orphanet:236"	"urn:miriam:orphanet:Orphanet_236"	"Trisomy 9p"	"Trisomy 9p is a rare chromosomal anomaly syndrome, resulting from a partial or complete trisomy of the short arm of chromosome 9, with a wide phenotypic variablility, typically characterized by intellectual disability, craniofacial dysmorphism (e.g. microcephaly, large anterior fontanel, hypertelorism, strabismus, downslanting palpebral fissures, malformed, low-set, protruding ears, bulbous nose, macrostomia, down-turned corners of mouth, micrognathia), digital anomalies (brachydactyly and clinodactyly), and short stature. Less frequently patients present with cardiopathy and renal, skeletal, and central nervous system malformations."	"236"
"urn:miriam:orphanet:2363"	"urn:miriam:orphanet:Orphanet_2363"	"Lacrimoauriculodentodigital syndrome"	"Lacrimoauriculodentodigital (LADD) syndrome is a multiple congenital anomaly syndrome characterized by hypoplasia, aplasia or atresia of the lacrimal system; anomalies of the ears and hearing loss; hypoplasias, apalsias or atresias of the salivary glands; dental anomalies and digital malformations."	"2363"
"urn:miriam:orphanet:2364"	"urn:miriam:orphanet:Orphanet_2364"	"Glycogen storage disease due to lactate dehydrogenase deficiency"		"2364"
"urn:miriam:orphanet:236638"	"urn:miriam:orphanet:Orphanet_236638"	"Sp7 transcription factor"		"236638"
"urn:miriam:orphanet:236656"	"urn:miriam:orphanet:Orphanet_236656"	"CD2 associated protein"		"236656"
"urn:miriam:orphanet:2368"	"urn:miriam:orphanet:Orphanet_2368"	"Gastroschisis"	"Gastroschisis is marked by viscera protruding, without a covering sac, from the fetal abdomen on the right lateral base of the umbilicus. It is due to defective embryo growth and other malformations are only exceptionally associated."	"2368"
"urn:miriam:orphanet:2369"	"urn:miriam:orphanet:Orphanet_2369"	"Limb body wall complex"	"Limb body wall complex (LBWC) is characterized by severe multiple congenital anomalies in the fetus with exencephaly/encephalocele, thoraco- and/or abdominoschisis (anterior body wall defects) and limb defects, with or without facial clefts."	"2369"
"urn:miriam:orphanet:236967"	"urn:miriam:orphanet:Orphanet_236967"	"CD79b molecule"		"236967"
"urn:miriam:orphanet:236971"	"urn:miriam:orphanet:Orphanet_236971"	"B cell linker"		"236971"
"urn:miriam:orphanet:237"	"urn:miriam:orphanet:Orphanet_237"	"Duplication of urethra"	"Duplication of the urethra is a rare congenital genitourinary anomaly, encompassing a wide spectrum of anatomic variants in which the urethra is partially or totally duplicated, which may be asymptomatic or cause symptoms such as incontinence, recurrent urinary infections and difficulty urinating."	"237"
"urn:miriam:orphanet:2370"	"urn:miriam:orphanet:Orphanet_2370"	"Larsen-like osseous dysplasia-short stature syndrome"	"Larsen-like osseous dysplasia-short stature syndrome is a rare primary bone dysplasia characterized by a Larsen-like phenotype including multiple, congenital, large joint dislocations, craniofacial abnormalities (i.e. macrocephaly, flat occiput, prominent forehead, hypertelorism, low-set, malformed ears, flat nose, cleft palate), spinal abnormalities, cylindrical fingers, and talipes equinovarus, as well as growth retardation (resulting in short stature) and delayed bone age. Other reported clinical manifestations include severe developmental delay, hypotonia, clinodactyly, congenital heart defect and renal dysplasia."	"2370"
"urn:miriam:orphanet:2371"	"urn:miriam:orphanet:Orphanet_2371"	"Lethal Larsen-like syndrome"	"Larsen-like syndrome, lethal type, is characterised by multiple joint dislocation and respiratory insufficiency due to tracheomalacia and/or lung hypoplasia. It has been described in less than ten patients. Transmission is thought to be autosomal recessive. Brain dysplasia has been described in some patients and could result from systemic hypoxic-ischemic insults during the second half of pregnancy, although genetic factors have not been ruled out."	"2371"
"urn:miriam:orphanet:2372"	"urn:miriam:orphanet:Orphanet_2372"	"Laryngocele"		"2372"
"urn:miriam:orphanet:2373"	"urn:miriam:orphanet:Orphanet_2373"	"Congenital laryngomalacia"		"2373"
"urn:miriam:orphanet:2374"	"urn:miriam:orphanet:Orphanet_2374"	"Congenital laryngeal web"	"Congenital laryngeal web is a rare malformation consisting of a membrane-like structure that extends across the laryngeal lumen close to the level of the vocal cords."	"2374"
"urn:miriam:orphanet:237462"	"urn:miriam:orphanet:Orphanet_237462"	"T-box 20"		"237462"
"urn:miriam:orphanet:237464"	"urn:miriam:orphanet:Orphanet_237464"	"tolloid like 1"		"237464"
"urn:miriam:orphanet:2375"	"urn:miriam:orphanet:Orphanet_2375"	"Laryngeal abductor paralysis-intellectual disability syndrome"	"Laryngeal abductor paralysis-intellectual disability syndrome is characterised by congenital and permanent laryngeal abductor paralysis, associated, in the majority of cases, with intellectual deficit. It has been described in several families. X-linked inheritance is likely."	"2375"
