"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:uberon:0002912"	"http://purl.obolibrary.org/obo/UBERON_0002912"	"marginal sulcus"	"The marginal sulcus is the portion of the cingulate sulcus adjacent to the paracentral lobule and the precuneus. It is sometimes known as the 'marginal part of the cingulate sulcus'. [WP,unvetted]."	"0002912"
"urn:miriam:uberon:0002913"	"http://purl.obolibrary.org/obo/UBERON_0002913"	"intraparietal sulcus"	"The intraparietal sulcus (IPS) is located on the lateral surface of the parietal lobe, and consists of an oblique and a horizontal portion. The IPS contains a series of functionally distinct subregions that have been intensively investigated using both single cell neurophysiology in primates and human functional neuroimaging. Its principal functions are related to perceptual-motor coordination (for directing eye movements and reaching) and visual attention. The IPS is also thought to play a role in other functions, including processing symbolic numerical information, visuospatial working memory and interpreting the intent of others. [WP,unvetted]."	"0002913"
"urn:miriam:uberon:0002914"	"http://purl.obolibrary.org/obo/UBERON_0002914"	"inferior postcentral sulcus"		"0002914"
"urn:miriam:uberon:0002915"	"http://purl.obolibrary.org/obo/UBERON_0002915"	"postcentral sulcus of parietal lobe"	"The postcentral sulcus of the parietal lobe lies parallel to, and behind, the central sulcus in the human brain. (A sulcus is one of the prominent grooves on the surface of the brain. ) The postcentral sulcus divides the postcentral gyrus from the remainder of the parietal lobe. [WP,unvetted]."	"0002915"
"urn:miriam:uberon:0002916"	"http://purl.obolibrary.org/obo/UBERON_0002916"	"central sulcus"	"The central sulcus is a fold in the cerebral cortex of brains in vertebrates. Also called the central fissure, it was originally called the fissure of Rolando or the Rolandic fissure, after Luigi Rolando. The central sulcus is a prominent landmark of the brain, separating the parietal lobe from the frontal lobe and the primary motor cortex from the primary somatosensory cortex. [WP,unvetted]."	"0002916"
"urn:miriam:uberon:0002917"	"http://purl.obolibrary.org/obo/UBERON_0002917"	"obsolete regional part of inferior colliculus"	"A regional part of brain that is part of a inferior colliculus [Automatically generated definition]."	"0002917"
"urn:miriam:uberon:0002918"	"http://purl.obolibrary.org/obo/UBERON_0002918"	"medial parabrachial nucleus"	"The Medial parabrachial nucleus is a nucleus of the pons which constitutes part of the pneumotaxic center. It gets its name from its location relative to the superior cerebellar peduncles, which is also known as the 'brachia conjunctiva'. [WP,unvetted]."	"0002918"
"urn:miriam:uberon:0002919"	"http://purl.obolibrary.org/obo/UBERON_0002919"	"anterior parolfactory sulcus"		"0002919"
"urn:miriam:uberon:0002920"	"http://purl.obolibrary.org/obo/UBERON_0002920"	"callosal sulcus"	"The callosal sulcus is a sulcus in the brain between the cingulate gyrus and corpus callosum, below the longitudinal cerebral fissure. [WP,unvetted]."	"0002920"
"urn:miriam:uberon:0002921"	"http://purl.obolibrary.org/obo/UBERON_0002921"	"longitudinal fissure"	"The deep groove which separates the two hemispheres of the vertebrate brain. The falx cerebri, a dural brain covering, lies within the medial longitudinal fissure. [WP,unvetted]."	"0002921"
"urn:miriam:uberon:0002922"	"http://purl.obolibrary.org/obo/UBERON_0002922"	"olfactory trigone"	"A small triangular area in front of the anterior perforated substance. Its apex, directed forward, occupies the posterior part of the olfactory sulcus, and is brought into view by throwing back the olfactory tract (adapted from Wikipedia)"	"0002922"
"urn:miriam:uberon:0002923"	"http://purl.obolibrary.org/obo/UBERON_0002923"	"posterior parolfactory sulcus"		"0002923"
"urn:miriam:uberon:0002924"	"http://purl.obolibrary.org/obo/UBERON_0002924"	"terminal nerve"	"The terminal nerve, located anterior to cranial nerve I, is comprised of a group of cells with somata adjacent to the olfactory bulb and processes that extend anteriorly to the olfactory epithelium and posteriorly to the telencephalon. In teleost fish an additional group of axons extends along the optic tract and delivers putative neuromodulators to the retina. It is thought to develop from cranial neural crest."	"0002924"
"urn:miriam:uberon:0002925"	"http://purl.obolibrary.org/obo/UBERON_0002925"	"trigeminal nucleus"	"A nucleus of brain that is part of a trigeminal nuclear complex."	"0002925"
"urn:miriam:uberon:0002926"	"http://purl.obolibrary.org/obo/UBERON_0002926"	"gustatory epithelium"	"A sensory epithelium that is part of a gustatory system."	"0002926"
"urn:miriam:uberon:0002928"	"http://purl.obolibrary.org/obo/UBERON_0002928"	"dentate gyrus polymorphic layer"	"A cellular layer of the dentate gyrus enclosed by the granule cell layer. A number of cell types are located in the polymorphic layer but the most prominent is the mossy cell."	"0002928"
"urn:miriam:uberon:0002929"	"http://purl.obolibrary.org/obo/UBERON_0002929"	"dentate gyrus pyramidal layer"		"0002929"
"urn:miriam:uberon:0002930"	"http://purl.obolibrary.org/obo/UBERON_0002930"	"tectopontine tract"		"0002930"
"urn:miriam:uberon:0002931"	"http://purl.obolibrary.org/obo/UBERON_0002931"	"dorsal septal nucleus"		"0002931"
"urn:miriam:uberon:0002932"	"http://purl.obolibrary.org/obo/UBERON_0002932"	"trapezoid body"	"Bundles of axons traversing the pontine tegmentum oriented in the mediolateral direction. These fibers are related to the auditory pathway. Nuclei are embedded within these fibers."	"0002932"
"urn:miriam:uberon:0002933"	"http://purl.obolibrary.org/obo/UBERON_0002933"	"nucleus of anterior commissure"		"0002933"
"urn:miriam:uberon:0002934"	"http://purl.obolibrary.org/obo/UBERON_0002934"	"ventral oculomotor nucleus"		"0002934"
"urn:miriam:uberon:0002935"	"http://purl.obolibrary.org/obo/UBERON_0002935"	"magnocellular part of ventral anterior nucleus"		"0002935"
"urn:miriam:uberon:0002936"	"http://purl.obolibrary.org/obo/UBERON_0002936"	"magnocellular part of red nucleus"	"The magnocellular red nucleus (RNm) is located in the rostral midbrain and is involved in motor coordination. Together with the parvocellular red nucleus, it makes up the red nucleus."	"0002936"
"urn:miriam:uberon:0002937"	"http://purl.obolibrary.org/obo/UBERON_0002937"	"parvicellular part of ventral anterior nucleus"		"0002937"
"urn:miriam:uberon:0002938"	"http://purl.obolibrary.org/obo/UBERON_0002938"	"parvocellular part of red nucleus"	"The parvocellular red nucleus (RNp) is located in the rostral midbrain and is involved in motor coordination. Together with the magnocellular red nucleus, it makes up the red nucleus."	"0002938"
"urn:miriam:uberon:0002939"	"http://purl.obolibrary.org/obo/UBERON_0002939"	"ventral posteroinferior nucleus"		"0002939"
"urn:miriam:uberon:0002940"	"http://purl.obolibrary.org/obo/UBERON_0002940"	"anterior column of fornix"		"0002940"
"urn:miriam:uberon:0002941"	"http://purl.obolibrary.org/obo/UBERON_0002941"	"capsule of red nucleus"		"0002941"
"urn:miriam:uberon:0002942"	"http://purl.obolibrary.org/obo/UBERON_0002942"	"ventral posterolateral nucleus"	"The ventral posterolateral nucleus (VPL) is a nucleus of the thalamus. Together with the ventral posteromedial nucleus (VPM) it constitutes the ventral posterior nucleus. [WP,unvetted]."	"0002942"
"urn:miriam:uberon:0002943"	"http://purl.obolibrary.org/obo/UBERON_0002943"	"lingual gyrus"	"Component of the occipital lobe. The rostral boundary of the lingual gyrus was the posterior extent of the parahippocampal gyrus whereas the caudal boundary was the most posterior coronal slice where the gyrus could be visualized. The medial and lateral boundaries were the medial portion of the temporal and occipital cortices and the medial bank of the collateral sulcus respectively (Christine Fennema-Notestine)."	"0002943"
"urn:miriam:uberon:0002944"	"http://purl.obolibrary.org/obo/UBERON_0002944"	"spinothalamic tract of medulla"	"Part of spinothalamic tract that is in the medulla"	"0002944"
"urn:miriam:uberon:0002945"	"http://purl.obolibrary.org/obo/UBERON_0002945"	"ventral posteromedial nucleus of thalamus"	"The ventral posteromedial nucleus is a nucleus of the thalamus. [WP,unvetted]."	"0002945"
"urn:miriam:uberon:0002946"	"http://purl.obolibrary.org/obo/UBERON_0002946"	"obsolete regional part of cerebellum"		"0002946"
"urn:miriam:uberon:0002947"	"http://purl.obolibrary.org/obo/UBERON_0002947"	"frontal operculum"	"Portion of frontal lobe that overlaps the insular cortex (adapted from Wikipedia)"	"0002947"
"urn:miriam:uberon:0002948"	"http://purl.obolibrary.org/obo/UBERON_0002948"	"superior occipital gyrus"		"0002948"
"urn:miriam:uberon:0002949"	"http://purl.obolibrary.org/obo/UBERON_0002949"	"tectospinal tract"	"A long process of a CNS neuron, that carries efferent (outgoing) action potentials from the cell body in the superior colliculus of the midbrain towards target cells in the ventral spinal cord[GO]."	"0002949"
"urn:miriam:uberon:0002950"	"http://purl.obolibrary.org/obo/UBERON_0002950"	"obsolete regional part of midbrain"	"A regional part of brain that is part of a midbrain [Automatically generated definition]."	"0002950"
"urn:miriam:uberon:0002951"	"http://purl.obolibrary.org/obo/UBERON_0002951"	"obsolete regional part of intermediate hypothalamic region"	"A regional part of brain that is part of a intermediate hypothalamic region [Automatically generated definition]."	"0002951"
"urn:miriam:uberon:0002952"	"http://purl.obolibrary.org/obo/UBERON_0002952"	"intermediate acoustic stria"	"White matter structure containing axons arising from cochlear nuclear complex (Brodal, Neurological Anatomy, 3rd ed, 1985, pg 609)"	"0002952"
"urn:miriam:uberon:0002953"	"http://purl.obolibrary.org/obo/UBERON_0002953"	"lateral lemniscus"	"A fiber bundle that runs through the medulla, pons and midbrain that arises in the cochlear nucleus and projects to various brainstem nuclei and ultimately the contralateral inferior colliculus of the midbrain. The brainstem nuclei include the superior olive, the medial nucleus of the trapezoid body, and the dorsal nucleus of the lateral lemniscus. Fibers leaving these brainstem nuclei ascending to the inferior colliculus rejoin the lateral lemniscus. In that sense, this is not a 'lemniscus' in the true sense of the word (second order, decussated sensory axons), as there is third (and out of the lateral superior olive, fourth) order information coming out of some of these brainstem nuclei. Adapted from Wikipedia.org (MM)."	"0002953"
"urn:miriam:uberon:0002954"	"http://purl.obolibrary.org/obo/UBERON_0002954"	"dorsal hypothalamic area"	"A relatively small region of the hypothalamus located inferior to the hypothalamic sulcus."	"0002954"
"urn:miriam:uberon:0002955"	"http://purl.obolibrary.org/obo/UBERON_0002955"	"rhomboidal nucleus"		"0002955"
"urn:miriam:uberon:0002956"	"http://purl.obolibrary.org/obo/UBERON_0002956"	"granular layer of cerebellar cortex"	"The granular layer is the innermost layer of the cerebellar cortex. This layer contains densely packed small neurons, mostly granule cells. Some Golgi cells are found at the outer border. Granule neurons send parallel fibers to the upper molecular layer, where they synapse with Purkinje cell dendrites. Mossy fibers from the pontine nuclei in the white matter synapse with granule cell axons, Golgi cell axons and unipolar brush interneuron axons at cerebellar glomeruli in the granule cell layer."	"0002956"
"urn:miriam:uberon:0002957"	"http://purl.obolibrary.org/obo/UBERON_0002957"	"caudal central oculomotor nucleus"		"0002957"
"urn:miriam:uberon:0002958"	"http://purl.obolibrary.org/obo/UBERON_0002958"	"medial lemniscus of pons"	"Part of medial lemniscus located within the pons"	"0002958"
"urn:miriam:uberon:0002959"	"http://purl.obolibrary.org/obo/UBERON_0002959"	"subfascicular nucleus"		"0002959"
"urn:miriam:uberon:0002960"	"http://purl.obolibrary.org/obo/UBERON_0002960"	"central oculomotor nucleus"		"0002960"
"urn:miriam:uberon:0002961"	"http://purl.obolibrary.org/obo/UBERON_0002961"	"archicortex"	"A portion of the cerebral cortex that, with the paleocortex, develops in association with the olfactory system, and which is phylogenetically older than the neocortex and lacks its layered structure. The embryonic archicortex corresponds to the cortex of the dentate gyrus and hippocampus in mature mammals. Being part of the limbic system, it has functions related to emotions and formation of memory. Signals being sent from the limbic lobe to the hippocampal formations can go via the archicortex as an intermediate."	"0002961"
"urn:miriam:uberon:0002962"	"http://purl.obolibrary.org/obo/UBERON_0002962"	"adductor pollicis muscle"	"A muscle in the manus that functions to adduct the thumb. It has two heads: transverse and oblique. It is a fleshy, flat, triangular, and fan-shaped muscle deep in the thenar compartment beneath the long flexor tendons and the lumbrical muscles at the center of the palm. It overlies the metacarpal bones and the interosseous muscles[WP]."	"0002962"
"urn:miriam:uberon:0002963"	"http://purl.obolibrary.org/obo/UBERON_0002963"	"caudal pontine reticular nucleus"	"The caudal pontine reticular nucleus is composed of gigantocellular neurons. In rabbits and cats it is exclusively giant cells, however in humans there are normally sized cells as well. The pontis caudalis is rostral to the gigantocellular nucleus and is located in the caudal pons, as the name would indicate. The pontis caudalis has been known to mediate head movement, in concert with the nucleus gigantocellularis and the superior colliculus. The neurons in the dorsal half of this nuclei fire rhythmically during mastication, and in an anesthetized animal it is possible to induce mastication via electrical stimulation of the PC or adjacent areas of the gigantocellular nucleus. The pontis caudalis is also thought to play a role in the grinding of teeth during sleep."	"0002963"
"urn:miriam:uberon:0002964"	"http://purl.obolibrary.org/obo/UBERON_0002964"	"dorsal oculomotor nucleus"		"0002964"
"urn:miriam:uberon:0002965"	"http://purl.obolibrary.org/obo/UBERON_0002965"	"rostral intralaminar nuclear group"		"0002965"
"urn:miriam:uberon:0002966"	"http://purl.obolibrary.org/obo/UBERON_0002966"	"obsolete regional part of midbrain tectum"	"A regional part of brain that is part of a midbrain tectum [Automatically generated definition]."	"0002966"
"urn:miriam:uberon:0002967"	"http://purl.obolibrary.org/obo/UBERON_0002967"	"cingulate gyrus"	"One of the convolutions on the medial surface of the cerebral hemisphere. It surrounds the rostral part of the brain and interhemispheric commissure and forms part of the limbic system. (MSH) One of three essential structures comprising the limbic lobe, the other two being the hippocampus and parahippocampal gyrus. (CSP)"	"0002967"
"urn:miriam:uberon:0002968"	"http://purl.obolibrary.org/obo/UBERON_0002968"	"central gray substance of pons"		"0002968"
"urn:miriam:uberon:0002969"	"http://purl.obolibrary.org/obo/UBERON_0002969"	"inferior temporal sulcus"	"The inferior surface of the temporal lobe is concave, and is continuous posteriorly with the tentorial surface of the occipital lobe. It is traversed by the inferior temporal sulcus, which extends from near the occipital pole behind, to within a short distance of the temporal pole in front, but is frequently subdivided by bridging gyri."	"0002969"
"urn:miriam:uberon:0002970"	"http://purl.obolibrary.org/obo/UBERON_0002970"	"intermediate oculomotor nucleus"		"0002970"
"urn:miriam:uberon:0002971"	"http://purl.obolibrary.org/obo/UBERON_0002971"	"periolivary nucleus"	"A nucleus of the superior olivary complex that surrounds the primary superior olivary nuclei"	"0002971"
"urn:miriam:uberon:0002972"	"http://purl.obolibrary.org/obo/UBERON_0002972"	"centromedian nucleus of thalamus"	"In the anatomy of the brain, the centromedian nucleus, also known as the centrum medianum, (CM or Cm-Pf) is a part of the intralaminar nucleus (ILN) of the thalamus. There are two centromedian nuclei arranged bilaterally. It contains about 2000 neurons per cubic millimetre and has a volume of about 310 cubic millimetres with 664,000 neurons in total. [WP,unvetted]."	"0002972"
"urn:miriam:uberon:0002973"	"http://purl.obolibrary.org/obo/UBERON_0002973"	"parahippocampal gyrus"	"Component of the temporal lobe on the mesial surface, posterior to the entorhinal cortex. The rostral and caudal boundaries are the posterior end of the netorhinal cortex and the caudal portion of the hippocampus, respectively. The medial boudnary is designated as the medial aspect off the temporal lobe and the lateral boundary is the collateral sulcus (Christine Fennema-Notestine)."	"0002973"
"urn:miriam:uberon:0002974"	"http://purl.obolibrary.org/obo/UBERON_0002974"	"molecular layer of cerebellar cortex"	"The molecular layer is the outermost layer of the cerebellar cortex. It contains the parallel fibers of the granule cells, interneurons such as stellate and basket cells, and the dendrites of the underlying Purkinje cells"	"0002974"
"urn:miriam:uberon:0002975"	"http://purl.obolibrary.org/obo/UBERON_0002975"	"medial oculomotor nucleus"		"0002975"
"urn:miriam:uberon:0002976"	"http://purl.obolibrary.org/obo/UBERON_0002976"	"preolivary nucleus"		"0002976"
"urn:miriam:uberon:0002977"	"http://purl.obolibrary.org/obo/UBERON_0002977"	"triangular septal nucleus"		"0002977"
"urn:miriam:uberon:0002978"	"http://purl.obolibrary.org/obo/UBERON_0002978"	"oral part of ventral lateral nucleus"		"0002978"
"urn:miriam:uberon:0002979"	"http://purl.obolibrary.org/obo/UBERON_0002979"	"Purkinje cell layer of cerebellar cortex"	"The Purkinje cell layer lies just underneath the molecular layer of the cerebellar cortex. It contains the neuronal cell bodies of the Purkinje cells that are arranged side by side in a single layer. Candelabrum interneurons are vertically oriented between the Purkinje cells. Purkinje neurons are inhibitory and provide the output of the cerebellar cortex through axons that project into the white matter. Extensive dendritic trees from the Purkinje cells extend upward in a single plane into the molecular layer where they synapse with parallel fibers of granule cells."	"0002979"
"urn:miriam:uberon:0002980"	"http://purl.obolibrary.org/obo/UBERON_0002980"	"opercular part of inferior frontal gyrus"	"Component of the inferior frontal gyrus.defined as the first gyrus from the precentral gyrus."	"0002980"
"urn:miriam:uberon:0002981"	"http://purl.obolibrary.org/obo/UBERON_0002981"	"pulvinar nucleus"	"One of a set of nuclei located in the posterior thalamus, that projects to all or nearly all extra-striate visual areas."	"0002981"
"urn:miriam:uberon:0002982"	"http://purl.obolibrary.org/obo/UBERON_0002982"	"inferior pulvinar nucleus"	"One of four subdivisions recognized in the primate pulvinar based on initially on topography, located ventrally between the medial and lateral geniculate bodies (Carpenter, A core text of neuroanatomy, 3rd ed., 1985, pg 238)"	"0002982"
"urn:miriam:uberon:0002983"	"http://purl.obolibrary.org/obo/UBERON_0002983"	"lateral posterior nucleus of thalamus"	"The lateral posterior nucleus is a nucleus of the thalamus. It acts in concert with the pulvinar."	"0002983"
"urn:miriam:uberon:0002984"	"http://purl.obolibrary.org/obo/UBERON_0002984"	"lateral dorsal nucleus"	"The lateral dorsal nucleus is a nucleus of the thalamus. It acts in concert with the anterior nuclei of thalamus. It receives significant input from several subdivisions of visual cortex, and has a primary output to parietal cortex on the dorsolateral cortical convexity, giving it access to limbic forebrain nuclei important for emotion and behavior functions."	"0002984"
"urn:miriam:uberon:0002985"	"http://purl.obolibrary.org/obo/UBERON_0002985"	"ventral nucleus of medial geniculate body"	"Ventral division of medial geniculate body, first described by Morest (1964) in the cat, but found in primate, mouse and rat as well. It begins midway in the posterior third of the medial geniculate in the cat and is prominant anteriorly. The boundary between the dorsal and ventral divisions is demarcated in rat by a thick horizontally oriented axon bundle, the midgeniculate bundle (Webster, 1995, fig 16)."	"0002985"
"urn:miriam:uberon:0002986"	"http://purl.obolibrary.org/obo/UBERON_0002986"	"obsolete neurofilament"	"."	"0002986"
"urn:miriam:uberon:0002987"	"http://purl.obolibrary.org/obo/UBERON_0002987"	"anterior spinocerebellar tract"	"Runs through the ventrolateral surface of the spinal cord. It enters the cerebellum through the superior cerebellar peduncle. It crosses the midline at the segmental level and recrosses in the cerebellum. Its terminals are distributed in the cerebellar anterior lobe, preferentially in the ipsilateral intermediate cortex. Rostrally, it extends to lobule II."	"0002987"
"urn:miriam:uberon:0002988"	"http://purl.obolibrary.org/obo/UBERON_0002988"	"first dorsal interosseous of manus"		"0002988"
"urn:miriam:uberon:0002989"	"http://purl.obolibrary.org/obo/UBERON_0002989"	"anconeus muscle"	"A small muscle on the posterior aspect of the elbow joint."	"0002989"
"urn:miriam:uberon:0002990"	"http://purl.obolibrary.org/obo/UBERON_0002990"	"mammillothalamic tract of hypothalamus"	"Part of mammillothalamic tract contained within the hypothalamus"	"0002990"
"urn:miriam:uberon:0002991"	"http://purl.obolibrary.org/obo/UBERON_0002991"	"supramammillary commissure"		"0002991"
"urn:miriam:uberon:0002992"	"http://purl.obolibrary.org/obo/UBERON_0002992"	"paratenial nucleus"	"One of the median nuclei of the thalamus, situated ventral and medial to the stria medullaris."	"0002992"
"urn:miriam:uberon:0002993"	"http://purl.obolibrary.org/obo/UBERON_0002993"	"inferior central nucleus"		"0002993"
"urn:miriam:uberon:0002995"	"http://purl.obolibrary.org/obo/UBERON_0002995"	"substantia nigra pars lateralis"		"0002995"
"urn:miriam:uberon:0002996"	"http://purl.obolibrary.org/obo/UBERON_0002996"	"nucleus of optic tract"	"Predominantly gray matter structure consisting of large multipoloar cells lying aong axons of the brachium of the superior colliculus, lyaing adjaent to the dorsal terminal nucleus of the accessory optic system. In several species, cells of this nucleus receive input from the contralateral retina (Sefton and Dreher in Paxinos, G. The rat nervous system, 1995, pg. 862)."	"0002996"
"urn:miriam:uberon:0002997"	"http://purl.obolibrary.org/obo/UBERON_0002997"	"nucleus of medial eminence"		"0002997"
"urn:miriam:uberon:0002998"	"http://purl.obolibrary.org/obo/UBERON_0002998"	"inferior frontal gyrus"	"Component of the frontal lobe, lateral aspect. The rostral boundary is the first appearance of the inferior frontal sulcus whereas the caudal boundary is the precentral gyrus. The medial and lateral boundaries are the lateral bank of the inferior frontal sulcus and the medial bank of the lateral orbital sulcus and/or the circular insular sulcus respectively (Christein Fennema-Notestine)."	"0002998"
"urn:miriam:uberon:0002999"	"http://purl.obolibrary.org/obo/UBERON_0002999"	"oral pontine reticular nucleus"	"The oral pontine reticular nucleus is delineated from its caudal brother, with which it shares its first three names. This nucleus tapers into the lower mesencephalic reticular formation and contains sporadic giant cells. Different populations of the pontis oralis have displayed discharge patterns which coordinate with phasic movements to and from paradoxical sleep. From this information it has been implied that the n.r. pontis oralis is involved in the mediation of changing to and from REM sleep. [WP,unvetted]."	"0002999"
"urn:miriam:uberon:0003000"	"http://purl.obolibrary.org/obo/UBERON_0003000"	"obsolete intermediate filament"	"."	"0003000"
"urn:miriam:uberon:0003001"	"http://purl.obolibrary.org/obo/UBERON_0003001"	"nervous system lemniscus"	"A bundle or band of sensory nerve fibers."	"0003001"
"urn:miriam:uberon:0003002"	"http://purl.obolibrary.org/obo/UBERON_0003002"	"medial lemniscus"	"Fiber tract arising predominantly from neurons in the nucleus gracilis and nucleus cuneatus in the medulla, projecting to thalamus. Fibers cross in the decussation of the medial lemniscus."	"0003002"
"urn:miriam:uberon:0003003"	"http://purl.obolibrary.org/obo/UBERON_0003003"	"obsolete microfilament"		"0003003"
"urn:miriam:uberon:0003004"	"http://purl.obolibrary.org/obo/UBERON_0003004"	"median raphe nucleus"	"The median raphe nucleus (or superior central nucleus) is composed of polygonal, fusiform and pyriform neurons and exists rostral to the nucleus raphe pontis. One trait of the MRN is its inhibition by lysergic acid diethylamide and psilocin, two serotonin antagonist hallucinogens. The inactivation of the nucleus centralis superior via LSD produces a dose dependent inactivation in the MRN, but not in the raphe pallidus[WP,unvetted]."	"0003004"
"urn:miriam:uberon:0003005"	"http://purl.obolibrary.org/obo/UBERON_0003005"	"dorsal longitudinal fasciculus of midbrain"	"Part of dorsal longitudinal fasciculus located in the midbrain tegmentum"	"0003005"
"urn:miriam:uberon:0003006"	"http://purl.obolibrary.org/obo/UBERON_0003006"	"dorsal nucleus of lateral lemniscus"		"0003006"
"urn:miriam:uberon:0003007"	"http://purl.obolibrary.org/obo/UBERON_0003007"	"lateral parabrachial nucleus"	"The lateral parabrachial nucleus induces thirst by stimulating the median preoptic nucleus. It gets its name from its location relative to the superior cerebellar peduncles, which is also known as the 'brachia conjunctiva'. [WP,unvetted]."	"0003007"
"urn:miriam:uberon:0003008"	"http://purl.obolibrary.org/obo/UBERON_0003008"	"dorsal longitudinal fasciculus of hypothalamus"	"Part of dorsal longitudinal fasciculus located within the hypothalamus"	"0003008"
"urn:miriam:uberon:0003009"	"http://purl.obolibrary.org/obo/UBERON_0003009"	"dorsal tegmental decussation"		"0003009"
"urn:miriam:uberon:0003010"	"http://purl.obolibrary.org/obo/UBERON_0003010"	"lateral pes lemniscus"		"0003010"
"urn:miriam:uberon:0003011"	"http://purl.obolibrary.org/obo/UBERON_0003011"	"facial motor nucleus"	"Nucleus located in the pontine tegmentum containing motor neurons that innervate the muscles of the face. Some neurons that project to the cerebellum have also been identified in some species."	"0003011"
"urn:miriam:uberon:0003012"	"http://purl.obolibrary.org/obo/UBERON_0003012"	"flocculonodular lobe"	"The flocculonodular lobe is a lobe of the cerebellum consisting of the nodule and the flocculus. It is closely associated with the vestibulocerebellum. [WP,unvetted]."	"0003012"
"urn:miriam:uberon:0003013"	"http://purl.obolibrary.org/obo/UBERON_0003013"	"alar central lobule"	"The lobulus centralis is a small square lobule, situated in the anterior cerebellar notch. It overlaps the lingula, from which it is separated by the precentral fissure; laterally, it extends along the upper and anterior part of each hemisphere, where it forms a wing-like prolongation, the alar central lobule. [WP,unvetted]."	"0003013"
"urn:miriam:uberon:0003015"	"http://purl.obolibrary.org/obo/UBERON_0003015"	"anterior quadrangular lobule"		"0003015"
"urn:miriam:uberon:0003016"	"http://purl.obolibrary.org/obo/UBERON_0003016"	"postcommissural fornix of brain"	"The posterior fibers of the fornix, which continue through the hypothalamus to the mammillary bodies; then to the anterior nuclei of thalamus, which project to the cingulate cortex."	"0003016"
"urn:miriam:uberon:0003017"	"http://purl.obolibrary.org/obo/UBERON_0003017"	"substantia innominata"	"A predominantly gray matter structure of the basal telencephalon defined on the basis of Nissl stain. Caudal to the anterior commissure it lies deep to the globus pallidus and dorsal to the amygdala. Rostral to the anterior commissure it lies deep to the striatum. The more rostral portion contains the basal forebrain nucleus ( Anthoney-1994 ). In the late twentieth century the region containing the substantia innominata was resegmented on the basis of neurochemistry and connectivity to constitute the striatopallidal system ( Heimer-1995 ). In this scheme the caudal portion of substantia innominata is located largely in the ventral pallidum and the rostral portion in the ventral striatum. (from Brain Info)"	"0003017"
"urn:miriam:uberon:0003018"	"http://purl.obolibrary.org/obo/UBERON_0003018"	"parvicellular part of ventral posteromedial nucleus"		"0003018"
"urn:miriam:uberon:0003019"	"http://purl.obolibrary.org/obo/UBERON_0003019"	"oral part of ventral posterolateral nucleus"		"0003019"
"urn:miriam:uberon:0003020"	"http://purl.obolibrary.org/obo/UBERON_0003020"	"subcallosal area"	"The subcallosal area (parolfactory area of Broca, area parolfactoria) is a small triangular field on the medial surface of the hemisphere in front of the subcallosal gyrus, from which it is separated by the posterior parolfactory sulcus; it is continuous below with the olfactory trigone, and above and in front with the cingulate gyrus; it is limited anteriorly by the anterior parolfactory sulcus. [WP,unvetted]."	"0003020"
"urn:miriam:uberon:0003021"	"http://purl.obolibrary.org/obo/UBERON_0003021"	"central lobule"	"The central lobule is a small square lobule, situated in the anterior cerebellar notch. It overlaps the lingula, from which it is separated by the precentral fissure; laterally, it extends along the upper and anterior part of each hemisphere, where it forms a wing-like prolongation, the ala lobuli centralis. [WP,unvetted]."	"0003021"
"urn:miriam:uberon:0003022"	"http://purl.obolibrary.org/obo/UBERON_0003022"	"obsolete lobe parts of cerebral cortex"		"0003022"
"urn:miriam:uberon:0003023"	"http://purl.obolibrary.org/obo/UBERON_0003023"	"pontine tegmentum"	"Dorsal portion of the pons, containing cranial nervee nuclei, ascending and descending tracts and reticular nuclei. It is continuous with the reticular formation of the medulla (Carpenter, A Core Text of Neuroanatomy, 3rd ed, 1985, pg 133)."	"0003023"
"urn:miriam:uberon:0003024"	"http://purl.obolibrary.org/obo/UBERON_0003024"	"principal part of ventral posteromedial nucleus"		"0003024"
"urn:miriam:uberon:0003025"	"http://purl.obolibrary.org/obo/UBERON_0003025"	"brachium of inferior colliculus"	"The Brachium of inferior colliculus (or inferior brachium) carries auditory afferent fibers from the inferior colliculus of the mesencephalon to the medial geniculate nucleus. [WP,unvetted]."	"0003025"
"urn:miriam:uberon:0003026"	"http://purl.obolibrary.org/obo/UBERON_0003026"	"limitans nucleus"		"0003026"
"urn:miriam:uberon:0003027"	"http://purl.obolibrary.org/obo/UBERON_0003027"	"cingulate cortex"	"The cingulate cortex is a part of the brain situated in the medial aspect of the cortex. It is extended from the corpus callosum below to the cingulate sulcus above, at least anteriorly. [WP,unvetted]."	"0003027"
"urn:miriam:uberon:0003028"	"http://purl.obolibrary.org/obo/UBERON_0003028"	"commissure of inferior colliculus"	"A commissure that is part of a inferior colliculus [Automatically generated definition]."	"0003028"
"urn:miriam:uberon:0003029"	"http://purl.obolibrary.org/obo/UBERON_0003029"	"stria terminalis"	"White matter structure in the brain consisting of fibers running along the lateral margin of the ventricular surface of the thalamus. The stria terminalis covers the thalamostriate vein, marking a line of separation between the thalamus and the caudate nucleus as seen upon gross dissection of the ventricles of the brain, viewed from the superior aspect. The stria terminalis extends from the region of the interventricular foramen to the temporal horn of the lateral ventricle, carrying fibers from the amygdala to the septal, hypothalamic, and thalamic areas of the brain. It also carries fibers projecting from these areas back to the amygdala. (http://en.wikipedia.org/wiki/Stria_terminalis)"	"0003029"
